transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied
T000507,C00167,2025-05-24,S010,,0.1
T000508,C00212,2025-12-16,S020,Bank Transfer,0.05
T000509,C00169,2025-07-06,S013,Momo,0.0
T000510,C00155,2025-04-18,S023,ZaloPay,0.1
T000511,C00659,2026-01-18,S025,ZaloPay,0.0
T000512,C00065,2025-12-30,S002,Credit Card,
T000513,C00052,2024-09-26,S007,,0.0
T000514,C00358,2025-10-24,S016,,0.0
T000515,C00345,2026-02-08,S005,Momo,0.0
T000516,C00211,2024-02-05,S010,VNPay,0.15
T000517,C00212,2025-11-27,S007,VNPay,0.0
T000518,C00099,2025-04-18,S013,,0.0
T000519,C00573,2025-07-16,S007,Credit Card,0.25
T000520,C00227,2025-04-16,S018,Cash,0.05
T000521,C00084,2025-01-09,S011,Credit Card,0.05
T000522,C00105,2025-07-30,S009,Cash,0.0
T000523,C00208,2025-01-08,S009,Momo,0.2
T000524,C00003,2026-03-01,S020,Bank Transfer,0.2
T000525,C00127,2025-04-06,S008,Credit Card,0.2
T000526,C00245,2023-11-08,S020,Momo,0.0
T000527,C00005,2025-12-11,S008,Bank Transfer,0.2
T000528,C00083,2024-10-06,S025,ZaloPay,0.15
T000529,C00027,2024-10-28,S018,Credit Card,0.25
T000530,C00667,2024-06-26,S011,VNPay,0.1
T000531,C00427,2024-05-18,S021,Momo,0.0
T000532,C00505,2025-08-17,S008,Bank Transfer,0.0
T000533,C00026,2025-07-18,S008,VNPay,0.0
T000534,C00224,2025-11-06,S009,,
T000535,C00379,2025-07-20,S020,Bank Transfer,0.0
T000536,C00210,2025-01-26,S009,Momo,0.1
T000537,C00061,2024-10-03,S007,,0.0
T000538,C00333,2025-08-01,S013,Bank Transfer,0.05
T000539,C00484,2026-03-25,S007,ZaloPay,0.05
T000540,C00309,2025-01-14,S023,ZaloPay,0.25
T000541,C00005,2025-09-06,S012,Credit Card,0.3
T000542,C00196,2025-05-14,S009,,0.2
T000543,C00317,2026-03-24,S013,Credit Card,0.2
T000544,C00485,2025-03-06,S014,ZaloPay,0.3
T000545,C00316,2024-07-03,S019,ZaloPay,0.3
T000546,C00324,2024-08-14,S023,Credit Card,0.0
T000547,C00268,2026-01-11,S024,Credit Card,0.0
T000548,C00378,2025-10-01,S004,Momo,0.2
T000549,C00024,2025-03-30,S025,ZaloPay,0.0
T000550,C00049,2025-03-22,S004,ZaloPay,0.0
T000551,C00172,2023-12-28,S001,Credit Card,0.0
T000552,C00067,2025-04-17,S025,ZaloPay,0.1
T000553,C00310,2024-09-21,S022,Momo,0.0
T000554,C00452,2026-01-18,S001,Bank Transfer,0.3
T000555,C00364,2024-11-07,S017,,0.25
T000556,C00047,2026-02-22,S002,Bank Transfer,0.0
T000557,C00194,2025-06-13,S017,Bank Transfer,0.3
T000558,C00087,2025-02-28,S018,ZaloPay,
T000559,C00244,2025-05-14,S008,Credit Card,0.0
T000560,C00568,2025-03-23,S013,ZaloPay,0.0
T000561,C00394,2026-01-19,S021,Credit Card,0.1
T000562,C00793,2023-12-27,S020,ZaloPay,0.25
T000563,C00515,2024-07-18,S009,Cash,0.0
T000564,C00186,2025-10-01,S011,VNPay,0.2
T000565,C00748,2025-12-03,S005,VNPay,0.25
T000566,C00105,2025-02-27,S010,Unknown,0.1
T000567,C00195,2025-11-26,S024,Cash,0.3
T000568,C00231,2025-06-28,S016,ZaloPay,0.3
T000569,C00516,2026-03-07,S023,Credit Card,0.0
T000570,C00055,2024-10-09,S022,Bank Transfer,0.0
T000571,C00322,2024-08-28,S004,VNPay,0.0
T000572,C00019,2024-06-08,S007,Momo,0.3
T000573,C00196,2025-08-14,S013,Momo,0.25
T000574,C00066,2025-08-13,S021,,0.2
T000575,C00016,2025-05-27,S008,,0.1
T000576,C00016,2025-09-29,S016,Bank Transfer,0.25
T000577,C00366,2026-03-01,S009,Cash,0.3
T000578,C00343,2026-03-14,S010,Cash,0.0
T000579,C00396,2025-11-15,S006,Cash,0.3
T000580,C00396,2025-01-31,S023,VNPay,0.0
T000581,C00058,2025-01-22,S011,Credit Card,0.0
T000582,C00138,2024-07-26,S003,ZaloPay,0.15
T000583,C00348,2025-02-12,S005,ZaloPay,0.1
T000584,C00019,2026-03-23,S010,Credit Card,0.0
T000585,C00263,2025-09-05,S005,Bank Transfer,0.2
T000586,C00049,2024-11-26,S021,Bank Transfer,0.05
T000587,C00094,2025-08-23,S009,Momo,0.3
T000588,C00078,2024-05-03,S008,Credit Card,0.0
T000589,C00082,2025-08-14,S003,ZaloPay,
T000590,C00029,2024-12-09,S013,Momo,0.0
T000591,C00371,2025-12-13,S004,VNPay,0.0
T000592,C00097,2024-03-05,S013,VNPay,0.0
T000593,C00002,2025-12-24,S022,,
T000594,C00148,2025-04-19,S024,VNPay,0.0
T000595,C00355,2025-08-04,S006,ZaloPay,0.0
T000596,C00609,2024-08-16,S025,VNPay,0.0
T000597,C00008,2025-01-07,S003,Bank Transfer,0.15
T000598,C00190,2025-03-04,S016,VNPay,0.15
T000599,C00124,2024-11-19,S023,Bank Transfer,0.3
T000600,C00207,2025-11-06,S022,Momo,0.0
T000601,C00007,2025-11-18,S014,Momo,0.05
T000602,C00062,2024-11-17,S010,Cash,0.0
T000603,C00730,2026-01-20,S017,ZaloPay,0.0
T000604,C00001,2024-11-30,S012,ZaloPay,0.05
T000605,C00222,2025-07-22,S003,Momo,0.15
T000606,C00404,2026-03-19,S005,ZaloPay,0.25
T000607,C00039,2026-01-16,S012,VNPay,0.0
T000608,C00056,2025-06-07,S001,Momo,0.3
T000609,C00054,2025-04-25,S024,Credit Card,0.0
T000610,C00766,2025-03-30,S005,VNPay,0.05
T000611,C00065,2025-09-06,S001,ZaloPay,0.0
T000612,C00063,2026-01-14,S003,Momo,0.05
T000613,C00173,2025-10-07,S023,Bank Transfer,0.15
T000614,C00703,2025-09-08,S021,Momo,0.0
T000615,C00619,2025-06-26,S001,Credit Card,0.0
T000616,C00082,2025-06-03,S008,Bank Transfer,0.0
T000617,C00276,2025-09-27,S004,ZaloPay,0.0
T000618,C00007,2025-05-24,S022,ZaloPay,0.0
T000619,C00250,2025-09-09,S016,Momo,0.0
T000620,C00187,2025-04-20,S011,Momo,0.3
T000621,C00050,2024-03-02,S003,VNPay,0.0
T000622,C00058,2024-12-04,S004,VNPay,0.15
T000623,C00025,2025-06-03,S014,ZaloPay,0.15
T000624,C00054,2025-10-18,S017,Credit Card,0.0
T000625,C00393,2024-09-24,S017,ZaloPay,0.0
T000626,C00260,2024-01-03,S007,Momo,0.0
T000627,C00663,2025-12-20,S015,VNPay,0.3
T000628,C00208,2024-12-14,S008,Momo,0.15
T000629,C00539,2025-12-10,S002,Momo,0.0
T000630,C00271,2024-12-19,S011,Cash,0.25
T000631,C00175,2025-08-25,S024,ZaloPay,0.3
T000632,C00035,2025-11-03,S007,Bank Transfer,0.25
T000633,C00093,2025-09-04,S014,Bank Transfer,0.0
T000634,C00111,2025-03-23,S006,ZaloPay,0.2
T000635,C00021,2025-12-23,S006,Bank Transfer,0.25
T000636,C00327,2025-12-22,S004,,0.15
T000637,C00050,2024-03-06,S001,Credit Card,0.0
T000638,C00538,2026-03-15,S005,Credit Card,0.0
T000639,C00294,2023-11-13,S023,Credit Card,0.0
T000640,C00484,2025-01-07,S010,Credit Card,0.1
T000641,C00257,2025-03-11,S021,Credit Card,0.0
T000642,C00029,2025-04-13,S001,Bank Transfer,0.05
T000643,C00177,2024-12-29,S008,ZaloPay,0.0
T000644,C00212,2025-05-23,S014,VNPay,0.0
T000645,C00014,2025-08-31,S009,Momo,0.25
T000646,C00477,2025-03-02,S025,Credit Card,0.0
T000647,C00042,2024-12-26,S005,,0.05
T000648,C00332,2025-12-08,S020,Momo,0.0
T000649,C00375,2025-05-26,S018,Bank Transfer,0.1
T000650,C00336,2025-05-23,S017,VNPay,0.3
T000651,C00001,2024-06-10,S007,VNPay,0.0
T000652,C00799,2025-10-06,S005,Momo,0.1
T000653,C00429,2025-02-26,S024,VNPay,0.0
T000654,C00158,2025-12-15,S016,Cash,0.0
T000655,C00002,2025-11-05,S019,Credit Card,0.0
T000656,C00274,2025-08-14,S016,Momo,0.3
T000657,C00417,2026-02-02,S020,VNPay,0.0
T000658,C00055,2026-02-07,S022,VNPay,0.1
T000659,C00337,2025-05-11,S006,Bank Transfer,0.0
T000660,C00326,2024-04-07,S020,Bank Transfer,0.0
T000661,C00640,2024-06-15,S016,VNPay,0.25
T000662,C00014,2024-06-25,S004,VNPay,0.0
T000663,C00014,2024-11-09,S003,Credit Card,0.2
T000664,C00102,2023-12-28,S016,Momo,0.0
T000665,C00051,2025-04-14,S024,VNPay,0.0
T000666,C00477,2025-10-29,S001,VNPay,0.1
T000667,C00448,2025-04-12,S023,VNPay,0.0
T000668,C00657,2025-07-20,S017,VNPay,0.2
T000669,C00110,2025-06-16,S014,Bank Transfer,
T000670,C00711,2025-08-16,S003,Bank Transfer,0.2
T000671,C00112,2024-12-13,S010,Cash,0.1
T000672,C00023,2026-03-11,S023,Momo,0.1
T000673,C00692,2024-05-24,S016,Momo,0.0
T000674,C00383,2025-07-29,S020,Credit Card,0.0
T000675,C00142,2025-12-04,S020,Momo,0.0
T000676,C00021,2025-12-26,S019,Credit Card,
T000677,C00299,2026-01-05,S015,Bank Transfer,0.25
T000678,C00094,2025-12-06,S004,Momo,0.05
T000679,C00044,2025-06-25,S020,Bank Transfer,0.0
T000680,C00361,2025-11-19,S005,ZaloPay,0.0
T000681,C00104,2025-11-15,S012,Bank Transfer,0.05
T000682,C00003,2025-07-11,S025,Momo,0.05
T000683,C00273,2025-09-05,S023,Bank Transfer,0.05
T000684,C00007,2025-09-10,S003,ZaloPay,0.0
T000685,C00203,2025-08-13,S023,VNPay,0.0
T000686,C00283,2024-05-11,S001,Momo,
T000687,C00351,2025-10-03,S005,VNPay,0.1
T000688,C00045,2024-12-05,S007,VNPay,0.25
T000689,C00354,2025-09-12,S014,,0.0
T000690,C00023,2025-03-24,S015,Credit Card,0.0
T000691,C00753,2025-11-18,S022,ZaloPay,0.25
T000692,C00399,2026-02-18,S004,VNPay,0.1
T000693,C00100,2025-12-19,S015,Cash,0.05
T000694,C00580,2025-04-28,S015,VNPay,0.25
T000695,C00116,2025-06-30,S014,Credit Card,0.0
T000696,C00666,2025-05-04,S024,Momo,0.0
T000697,C00524,2025-06-25,S018,Bank Transfer,0.0
T000698,C00082,2026-02-17,S013,Bank Transfer,0.0
T000699,C00185,2024-12-13,S017,Bank Transfer,0.25
T000700,C00505,2025-01-17,S003,Bank Transfer,0.0
T000701,C00161,2024-10-22,S019,VNPay,0.0
T000702,C00069,2025-06-17,S008,Credit Card,0.0
T000703,C00173,2025-01-03,S004,Credit Card,0.2
T000704,C00448,2026-01-06,S003,Momo,0.0
T000705,C00160,2025-09-24,S007,Bank Transfer,0.05
T000706,C00738,2026-03-10,S019,Cash,
T000707,C00123,2025-07-07,S006,Credit Card,0.0
T000708,C00199,2024-12-10,S007,Momo,0.0
T000709,C00089,2025-10-04,S005,Bank Transfer,0.0
T000710,C00529,2024-06-06,S006,VNPay,0.25
T000711,C00102,2025-07-05,S025,Credit Card,0.0
T000712,C00349,2025-12-18,S014,ZaloPay,0.3
T000713,C00301,2026-03-05,S012,Credit Card,0.25
T000714,C00392,2025-07-15,S012,Credit Card,0.0
T000715,C00216,2024-11-29,S012,Momo,0.0
T000716,C00041,2023-10-26,S004,Credit Card,0.0
T000717,C00285,2025-09-23,S008,Bank Transfer,0.0
T000718,C00078,2024-04-30,S022,Bank Transfer,0.2
T000719,C00502,2024-08-29,S007,Bank Transfer,0.1
T000720,C00022,2024-09-28,S020,Bank Transfer,
T000721,C00101,2024-07-27,S019,Momo,0.1
T000722,C00013,2026-02-25,S014,ZaloPay,0.0
T000723,C00281,2026-02-09,S016,ZaloPay,0.0
T000724,C00183,2026-03-19,S012,Credit Card,0.0
T000725,C00042,2025-09-12,S023,Credit Card,0.0
T000726,C00439,2025-05-13,S009,Bank Transfer,0.3
T000727,C00182,2024-06-28,S005,VNPay,0.0
T000728,C00094,2025-09-09,S016,Momo,
T000729,C00159,2025-06-17,S016,Bitcoin,0.0
T000730,C00497,2024-08-07,S016,Credit Card,0.0
T000731,C00455,2024-03-05,S005,Bank Transfer,0.0
T000732,C00325,2023-11-17,S007,Bank Transfer,0.0
T000733,C00113,2025-07-29,S004,Credit Card,0.0
T000734,C00061,2025-10-23,S022,ZaloPay,0.1
T000735,C00444,2025-10-04,S012,Momo,0.0
T000736,C00007,2025-07-25,S021,Bank Transfer,0.3
T000737,C00023,2024-10-19,S020,VNPay,0.15
T000738,C00115,2025-10-06,S002,Momo,0.0
T000739,C00029,2025-10-12,S020,,0.05
T000740,C00258,2025-02-24,S016,Credit Card,0.0
T000741,C00243,2025-04-24,S006,Cash,0.25
T000742,C00002,2025-12-04,S022,ZaloPay,0.05
T000743,C00363,2023-07-25,S019,Credit Card,0.1
T000744,C00003,2025-07-07,S019,Credit Card,0.0
T000745,C00452,2025-11-17,S010,ZaloPay,
T000746,C00301,2025-08-25,S010,Bank Transfer,0.0
T000747,C00131,2025-10-22,S005,Momo,0.0
T000748,C00341,2024-06-12,S012,Credit Card,0.3
T000749,C00601,2025-08-16,S019,,0.0
T000750,C00102,2025-06-14,S015,,0.0
T000751,C00204,2025-10-29,S010,Cash,0.0
T000752,C00464,2025-12-28,S002,Credit Card,0.0
T000753,C00037,2025-03-19,S017,VNPay,0.0
T000754,C00501,2025-12-30,S014,ZaloPay,0.0
T000755,C00087,2024-12-07,S021,Bank Transfer,0.05
T000756,C00472,2024-08-30,S022,Momo,0.0
T000757,C00040,2025-05-08,S003,Bank Transfer,0.2
T000758,C00113,2025-07-22,S014,VNPay,0.0
T000759,C00304,2025-01-25,S015,ZaloPay,0.05
T000760,C00134,2025-08-03,S025,Gold,0.0
T000761,C00551,2025-12-08,S002,Bank Transfer,0.0
T000762,C00733,2025-09-18,S004,Credit Card,0.2
T000763,C00463,2025-10-22,S024,Bank Transfer,0.25
T000764,C00374,2024-01-29,S005,Momo,0.25
T000765,C00001,2026-02-01,S005,VNPay,
T000766,C00379,2025-06-07,S015,Cash,0.0
T000767,C00019,2023-11-20,S021,,0.0
T000768,C00062,2024-12-12,S010,Cash,0.25
T000769,C00321,2025-01-25,S013,Bank Transfer,0.1
T000770,C00320,2026-02-27,S001,Credit Card,0.0
T000771,C00378,2025-06-19,S007,VNPay,0.3
T000772,C00294,2025-08-19,S015,Momo,0.0
T000773,C00213,2025-07-17,S019,,0.0
T000774,C00579,2025-09-29,S019,Cash,0.05
T000775,C00364,2025-10-28,S011,VNPay,0.0
T000776,C00033,2024-06-11,S004,Credit Card,0.3
T000777,C00136,2025-09-15,S006,VNPay,0.0
T000778,C00221,2025-08-03,S009,VNPay,0.1
T000779,C00021,2026-03-02,S014,Credit Card,0.0
T000780,C00170,2023-09-13,S007,Credit Card,0.0
T000781,C00157,2025-04-02,S011,VNPay,0.25
T000782,C00027,2026-01-01,S019,???,0.15
T000783,C00313,2025-05-11,S003,Momo,0.0
T000784,C00064,2024-03-26,S008,VNPay,
T000785,C00038,2024-08-02,S009,Momo,0.3
T000786,C00657,2024-08-16,S010,Cash,0.2
T000787,C00535,2024-11-13,S021,ZaloPay,0.0
T000788,C00431,2025-05-21,S005,Gold,0.15
T000789,C00689,2026-02-17,S020,ZaloPay,0.0
T000790,C00006,2024-06-24,S004,Bitcoin,0.1
T000791,C00276,2025-05-23,S008,Credit Card,0.0
T000792,C00099,2025-01-30,S013,Bank Transfer,0.05
T000793,C00016,2026-03-23,S020,ZaloPay,0.0
T000794,C00002,2025-11-03,S008,VNPay,0.3
T000795,C00408,2024-10-07,S024,???,0.0
T000796,C00078,2024-10-21,S021,Momo,0.0
T000797,C00070,2025-06-12,S007,ZaloPay,0.3
T000798,C00550,2025-10-16,S021,ZaloPay,0.15
T000799,C00148,2026-01-12,S012,VNPay,0.05
T000800,C00667,2024-10-29,S008,VNPay,0.3
T000801,C00138,2024-12-30,S009,ZaloPay,0.2
T000802,C00316,2024-11-19,S013,Momo,0.0
T000803,C00056,2024-07-28,S018,Momo,0.25
T000804,C00787,2025-08-13,S011,Credit Card,0.2
T000805,C00748,2025-12-18,S010,ZaloPay,0.1
T000806,C00049,2025-02-10,S015,,0.0
T000807,C00051,2026-01-05,S002,ZaloPay,0.0
T000808,C00628,2024-07-19,S015,Cash,0.1
T000809,C00161,2025-06-12,S009,Momo,0.15
T000810,C00542,2025-09-14,S009,Credit Card,0.0
T000811,C00084,2025-04-07,S002,,0.25
T000812,C00071,2025-10-24,S023,???,0.0
T000813,C00300,2023-11-02,S004,Bank Transfer,0.15
T000814,C00027,2025-09-18,S011,ZaloPay,
T000815,C00474,2025-06-09,S001,ZaloPay,0.2
T000816,C00551,2025-06-05,S020,ZaloPay,0.0
T000817,C00703,2024-03-16,S001,Momo,0.2
T000818,C00417,2026-01-07,S022,Bank Transfer,0.0
T000819,C00335,2025-12-25,S018,Bank Transfer,0.0
T000820,C00258,2026-03-10,S007,Momo,0.0
T000821,C00180,2025-04-13,S023,VNPay,0.1
T000822,C00238,2025-05-19,S015,Bank Transfer,0.0
T000823,C00117,2024-03-11,S014,ZaloPay,0.2
T000824,C00196,2025-09-18,S019,Credit Card,0.25
T000825,C00361,2025-02-16,S024,Cash,0.0
T000826,C00111,2025-07-03,S017,Momo,0.05
T000827,C00181,2026-02-18,S011,Bank Transfer,0.0
T000828,C00062,2024-07-06,S023,Credit Card,0.3
T000829,C00001,2026-01-21,S019,VNPay,0.0
T000830,C00093,2025-06-05,S019,Credit Card,0.0
T000831,C00389,2025-03-01,S019,Momo,0.05
T000832,C00023,2024-02-22,S005,Momo,0.3
T000833,C00037,2025-02-10,S006,Momo,0.0
T000834,C00742,2024-11-18,S009,Credit Card,0.0
T000835,C00677,2024-10-18,S018,ZaloPay,0.0
T000836,C00074,2026-01-08,S014,???,0.15
T000837,C00767,2025-08-20,S023,ZaloPay,0.1
T000838,C00775,2025-05-30,S022,,0.0
T000839,C00065,2025-09-26,S011,VNPay,0.1
T000840,C00667,2024-07-03,S011,VNPay,0.15
T000841,C00233,2024-12-03,S022,Bank Transfer,0.0
T000842,C00113,2026-02-22,S003,Momo,0.3
T000843,C00227,2024-09-06,S023,ZaloPay,0.0
T000844,C00368,2025-09-29,S017,???,0.0
T000845,C00371,2025-10-04,S021,,0.2
T000846,C00029,2025-06-14,S004,Bank Transfer,0.05
T000847,C00041,2024-02-10,S022,Bank Transfer,0.0
T000848,C00035,2025-04-30,S017,Cash,0.05
T000849,C00618,2024-09-11,S013,,0.0
T000850,C00206,2025-02-25,S018,Cash,0.25
T000851,C00386,2025-02-13,S007,Momo,0.15
T000852,C00092,2024-05-24,S008,ZaloPay,0.0
T000853,C00094,2025-05-23,S008,,
T000854,C00369,2025-03-29,S002,ZaloPay,0.0
T000855,C00594,2025-01-31,S021,ZaloPay,0.0
T000856,C00333,2024-07-30,S001,VNPay,0.3
T000857,C00618,2026-01-19,S017,Momo,
T000858,C00084,2025-09-01,S019,Momo,0.05
T000859,C00674,2024-05-03,S017,Cash,0.05
T000860,C00604,2025-09-13,S025,Momo,0.1
T000861,C00040,2024-12-02,S011,Cash,0.25
T000862,C00651,2025-09-30,S019,Credit Card,0.0
T000863,C00431,2026-03-13,S025,ZaloPay,0.0
T000864,C00419,2025-06-27,S011,Bank Transfer,0.2
T000865,C00651,2026-02-05,S018,VNPay,0.0
T000866,C00776,2025-06-08,S003,Credit Card,0.05
T000867,C00483,2025-06-21,S017,Credit Card,0.0
T000868,C00389,2024-02-18,S016,Bank Transfer,0.3
T000869,C00769,2025-04-02,S022,ZaloPay,0.15
T000870,C00193,2025-11-12,S010,Credit Card,0.25
T000871,C00228,2024-08-29,S011,Bank Transfer,0.0
T000872,C00023,2025-05-06,S005,Credit Card,0.0
T000873,C00008,2026-01-16,S020,Momo,0.2
T000874,C00236,2026-02-14,S012,Momo,0.0
T000875,C00688,2025-04-25,S018,Credit Card,0.25
T000876,C00034,2024-11-16,S019,Bank Transfer,0.0
T000877,C00262,2026-03-24,S024,ZaloPay,0.25
T000878,C00447,2023-12-25,S020,Momo,0.0
T000879,C00427,2025-06-01,S005,Bank Transfer,0.1
T000880,C00524,2025-06-26,S018,ZaloPay,0.05
T000881,C00011,2024-12-05,S020,ZaloPay,0.0
T000882,C00249,2025-06-23,S022,Bank Transfer,0.15
T000883,C00047,2025-12-17,S015,VNPay,0.0
T000884,C00218,2024-10-04,S013,Credit Card,0.0
T000885,C00289,2025-09-20,S004,VNPay,0.0
T000886,C00324,2025-09-15,S002,ZaloPay,0.3
T000887,C00642,2025-12-10,S020,Bank Transfer,0.1
T000888,C00115,2025-03-04,S023,VNPay,
T000889,C00462,2024-11-29,S002,Credit Card,0.25
T000890,C00291,2025-11-20,S022,,0.0
T000891,C00086,2025-01-07,S013,Credit Card,0.25
T000892,C00657,2025-07-20,S005,Credit Card,0.0
T000893,C00096,2025-11-28,S001,VNPay,0.0
T000894,C00165,2025-04-27,S019,Cash,0.0
T000895,C00131,2025-02-17,S025,Credit Card,0.0
T000896,C00093,2025-07-04,S008,,0.25
T000897,C00212,2024-04-18,S009,Momo,0.2
T000898,C00256,2025-07-20,S003,VNPay,0.0
T000899,C00668,2026-02-01,S015,Credit Card,0.25
T000900,C00090,2025-02-15,S014,ZaloPay,0.25
T000901,C00538,2026-01-29,S003,ZaloPay,0.0
T000902,C00665,2025-08-12,S022,Bank Transfer,0.0
T000903,C00049,2026-02-04,S022,ZaloPay,0.0
T000904,C00172,2024-10-27,S006,Credit Card,0.0
T000905,C00003,2025-11-16,S015,ZaloPay,0.2
T000906,C00363,2024-04-07,S008,ZaloPay,0.3
T000907,C00258,2025-09-12,S019,Cash,0.2
T000908,C00073,2024-06-09,S025,VNPay,0.0
T000909,C00559,2025-05-16,S025,Unknown,0.0
T000910,C00223,2024-09-28,S006,Cash,0.0
T000911,C00032,2026-03-04,S005,Credit Card,0.0
T000912,C00322,2024-11-19,S023,VNPay,
T000913,C00170,2023-12-19,S013,,0.0
T000914,C00298,2026-03-17,S016,Credit Card,0.0
T000915,C00044,2024-02-15,S017,Bank Transfer,0.2
T000916,C00039,2025-07-28,S014,,0.0
T000917,C00367,2024-05-24,S002,Momo,0.05
T000918,C00163,2026-01-08,S012,Credit Card,0.3
T000919,C00017,2025-08-18,S019,VNPay,0.05
T000920,C00326,2024-04-05,S014,Bank Transfer,0.0
T000921,C00363,2024-07-01,S023,Momo,0.15
T000922,C00044,2025-10-10,S023,Credit Card,0.0
T000923,C00141,2026-02-22,S004,Unknown,0.1
T000924,C00044,2024-12-13,S022,VNPay,0.0
T000925,C00349,2025-02-15,S011,Cash,0.25
T000926,C00393,2025-08-19,S024,Credit Card,0.0
T000927,C00094,2026-01-24,S005,ZaloPay,0.05
T000928,C00245,2025-12-06,S024,Bank Transfer,0.15
T000929,C00048,2025-03-14,S002,Credit Card,0.2
T000930,C00784,2025-06-25,S010,Cash,0.05
T000931,C00716,2025-09-13,S017,VNPay,0.0
T000932,C00089,2025-08-23,S025,Bank Transfer,0.0
T000933,C00024,2025-05-16,S022,Credit Card,0.0
T000934,C00054,2024-09-30,S022,ZaloPay,0.0
T000935,C00726,2024-09-05,S011,Credit Card,0.0
T000936,C00079,2026-01-30,S010,ZaloPay,
T000937,C00407,2025-05-27,S011,Momo,0.0
T000938,C00090,2026-01-15,S006,Unknown,0.05
T000939,C00161,2025-02-06,S021,ZaloPay,0.15
T000940,C00392,2025-05-28,S012,ZaloPay,0.0
T000941,C00080,2024-04-21,S019,???,0.2
T000942,C00132,2025-02-12,S025,VNPay,0.15
T000943,C00184,2024-10-19,S004,Momo,0.0
T000944,C00111,2026-01-13,S006,ZaloPay,0.3
T000945,C00263,2025-10-17,S011,VNPay,0.0
T000946,C00236,2025-09-30,S013,ZaloPay,0.1
T000947,C00736,2025-01-22,S006,Bank Transfer,0.05
T000948,C00162,2026-02-06,S020,Bank Transfer,0.3
T000949,C00310,2025-11-04,S001,Bank Transfer,0.2
T000950,C00483,2025-10-25,S015,Credit Card,0.3
T000951,C00009,2025-07-25,S001,Bank Transfer,0.2
T000952,C00177,2026-01-09,S020,Momo,0.0
T000953,C00156,2025-03-31,S001,Bank Transfer,0.25
T000954,C00534,2025-08-14,S023,VNPay,0.0
T000955,C00092,2025-05-06,S017,ZaloPay,0.25
T000956,C00789,2025-07-30,S019,Credit Card,0.3
T000957,C00193,2025-10-02,S008,ZaloPay,0.0
T000958,C00158,2026-02-12,S015,Credit Card,0.1
T000959,C00058,2025-06-10,S023,Momo,0.2
T000960,C00037,2025-05-26,S001,Bitcoin,0.0
T000961,C00346,2025-08-30,S022,Momo,0.0
T000962,C00699,2023-12-28,S010,Cash,0.2
T000963,C00385,2026-01-18,S013,Momo,0.2
T000964,C00389,2024-03-25,S016,,0.1
T000965,C00029,2025-06-04,S005,Credit Card,0.2
T000966,C00127,2025-12-20,S024,VNPay,0.0
T000967,C00259,2025-07-28,S018,Bank Transfer,0.3
T000968,C00103,2024-09-25,S024,VNPay,0.3
T000969,C00078,2025-09-01,S009,Cash,0.0
T000970,C00098,2025-12-19,S019,Cash,0.1
T000971,C00011,2024-11-18,S016,Bank Transfer,0.0
T000972,C00347,2025-09-10,S025,Bank Transfer,0.0
T000973,C00373,2025-09-16,S021,VNPay,0.0
T000974,C00036,2025-10-27,S022,ZaloPay,0.15
T000975,C00098,2025-09-21,S014,Bank Transfer,0.0
T000976,C00065,2025-10-18,S010,ZaloPay,0.15
T000977,C00508,2026-01-01,S019,Momo,0.0
T000978,C00713,2025-07-13,S022,VNPay,0.0
T000979,C00642,2025-07-29,S010,Momo,0.0
T000980,C00562,2024-09-01,S015,Bank Transfer,0.05
T000981,C00091,2025-07-09,S007,ZaloPay,0.25
T000982,C00055,2024-05-11,S013,VNPay,0.15
T000983,C00346,2025-05-26,S009,Credit Card,0.0
T000984,C00078,2025-03-04,S019,Cash,0.0
T000985,C00119,2024-08-27,S010,Credit Card,0.1
T000986,C00776,2025-07-02,S014,VNPay,0.0
T000987,C00032,2026-03-13,S011,VNPay,0.15
T000988,C00192,2025-07-12,S025,VNPay,0.3
T000989,C00629,2025-05-21,S024,Momo,0.0
T000990,C00083,2025-11-07,S014,Bank Transfer,0.05
T000991,C00073,2024-02-20,S014,ZaloPay,0.15
T000992,C00009,2025-05-19,S024,Cash,0.2
T000993,C00445,2025-07-26,S019,VNPay,
T000994,C00198,2025-11-05,S021,Momo,0.0
T000995,C00342,2025-08-21,S001,ZaloPay,0.2
T000996,C00410,2025-03-15,S001,Bank Transfer,0.0
T000997,C00288,2026-02-03,S018,VNPay,0.25
T000998,C00506,2025-03-15,S010,Cash,0.0
T000999,C00421,2025-02-10,S025,Momo,0.15
T001000,C00224,2025-05-27,S010,,0.05
T001001,C00049,2025-09-09,S001,Momo,0.3
T001002,C00325,2024-04-05,S007,,0.05
T001003,C00660,2026-02-03,S019,Cash,0.15
T001004,C00063,2025-10-26,S024,VNPay,0.0
T001005,C00660,2025-09-30,S012,VNPay,0.0
T001006,C00049,2025-07-26,S014,ZaloPay,0.0
T001007,C00734,2025-07-06,S010,Cash,0.3
T001008,C00286,2024-09-22,S002,Momo,0.0
T001009,C00089,2025-06-08,S016,Bank Transfer,0.0
T001010,C00054,2025-07-24,S006,Credit Card,0.0
T001011,C00457,2024-10-04,S006,Credit Card,0.1
T001012,C00004,2025-05-10,S011,Cash,0.1
T001013,C00002,2025-07-29,S012,Bank Transfer,0.0
T001014,C00727,2025-04-29,S001,Bank Transfer,0.1
T001015,C00079,2025-01-22,S022,Bank Transfer,0.1
T001016,C00194,2025-09-11,S008,Credit Card,0.0
