transaction_id,product_id,quantity,unit_price
T000832,P0072,3.0,5420000.0
T000833,P0125,3.0,167000.0
T000833,P0113,3.0,442000.0
T000833,P0058,5.0,3598000.0
T000833,P0044,1.0,1765000.0
T000834,P0142,1.0,1772000.0
T000834,P0131,5.0,459000.0
T000834,P0044,1.0,1765000.0
T000835,P0007,3.0,13039000.0
T000836,P0117,3.0,141000.0
T000837,P0127,1.0,129000.0
T000837,P0068,2.0,2176000.0
T000838,P0057,1.0,1257000.0
T000839,P0132,1.0,487000.0
T000839,P0019,4.0,1524000.0
T000839,P0081,1.0,841000.0
T000840,P0010,2.0,28089000.0
T000840,P0003,2.0,9410000.0
T000841,P0039,4.0,301000.0
T000841,P0125,3.0,167000.0
T000841,P0048,2.0,1866000.0
T000842,P0001,1.0,11422000.0
T000842,P0112,4.0,468000.0
T000843,P0068,5.0,
T000843,P0098,2.0,1086000.0
T000844,P0060,3.0,103000.0
T000845,P0140,4.0,377000.0
T000846,P0084,4.0,501000.0
T000846,P0064,,
T000847,P0033,5.0,4224000.0
T000847,P0124,4.0,23000.0
T000847,P0126,2.0,6000.0
T000848,P0144,3.0,1582000.0
T000848,P0083,4.0,259000.0
T000848,P0067,4.0,3329000.0
T000849,P0125,1.0,167000.0
T000849,P0057,3.0,1257000.0
T000849,P0087,4.0,986000.0
T000850,P0085,1.0,
T000850,P0034,3.0,419000.0
T000850,P0139,3.0,1950000.0
T000850,P0006,,23062000.0
T000850,P0098,1.0,1086000.0
T000851,P0041,25.0,473000.0
T000852,P0085,4.0,869000.0
T000853,P0135,1.0,
T000854,P0007,1.0,13039000.0
T000854,P0059,3.0,1299000.0
T000854,P0064,1.0,2416000.0
T000855,P0022,,1213000.0
T000855,P0020,5.0,348000.0
T000856,P0039,2.0,301000.0
T000856,P0025,5.0,13204000.0
T000856,P0101,3.0,87000.0
T000857,P0071,2.0,582000.0
T000857,P0118,1.0,142000.0
T000858,P0110,5.0,55000.0
T000858,P0024,3.0,10937000.0
T000858,P0057,4.0,1257000.0
T000858,P0105,3.0,206000.0
T000859,P0128,1.0,37000.0
T000859,P0101,4.0,87000.0
T000859,P0096,2.0,161000.0
T000859,P0140,,377000.0
T000860,P0123,5.0,268000.0
T000861,P0025,2.0,13204000.0
T000861,P0144,2.0,1582000.0
T000862,P0104,5.0,281000.0
T000862,P0122,5.0,353000.0
T000863,P0080,3.0,663000.0
T000864,P0105,,
T000864,P0002,2.0,10310000.0
T000865,P0061,4.0,259000.0
T000865,P0083,5.0,259000.0
T000865,P0119,5.0,51000.0
T000866,P0097,,980000.0
T000867,P0113,1.0,442000.0
T000867,P0030,4.0,4862000.0
T000868,P0108,3.0,239000.0
T000868,P0103,1.0,134000.0
T000868,P0003,4.0,9410000.0
T000869,P0096,5.0,161000.0
T000870,P0096,5.0,161000.0
T000870,P0133,3.0,372000.0
T000871,P0122,1.0,353000.0
T000872,P0080,1.0,663000.0
T000872,P0049,5.0,3737000.0
T000872,P0052,4.0,2705000.0
T000873,P0018,3.0,1044000.0
T000874,P0071,3.0,582000.0
T000874,P0073,3.0,2084000.0
T000874,P0110,5.0,55000.0
T000874,P0150,,339000.0
T000875,P0020,1.0,348000.0
T000875,P0040,2.0,1336000.0
T000876,P0099,3.0,172000.0
T000877,P0054,1.0,748000.0
T000877,P0044,2.0,
T000878,P0122,3.0,353000.0
T000878,P0001,1.0,11422000.0
T000879,P0121,3.0,367000.0
T000879,P0084,5.0,501000.0
T000880,P0122,3.0,353000.0
T000880,P0091,5.0,1134000.0
T000881,P0037,,1390000.0
T000881,P0112,4.0,468000.0
T000882,P0090,2.0,1917000.0
T000883,P0109,2.0,24000.0
T000884,P0051,5.0,1453000.0
T000884,P0114,2.0,36000.0
T000884,P0093,1.0,629000.0
T000885,P0004,1.0,4961000.0
T000885,P0070,15.0,3399000.0
T000886,P0071,5.0,582000.0
T000886,P0015,1.0,1507000.0
T000887,P0045,1.0,1425000.0
T000887,P0122,1.0,353000.0
T000887,P0140,3.0,
T000888,P0046,1.0,1256000.0
T000888,P0034,4.0,419000.0
T000889,P0081,3.0,841000.0
T000889,P0025,2.0,13204000.0
T000889,P0140,5.0,377000.0
T000890,P0094,5.0,1179000.0
T000891,P0017,2.0,756000.0
T000892,P0045,,1425000.0
T000892,P0114,2.0,36000.0
T000892,P0012,5.0,16704000.0
T000892,P0071,4.0,582000.0
T000893,P0090,3.0,1917000.0
T000893,P0031,4.0,2588000.0
T000894,P0024,2.0,10937000.0
T000894,P0047,3.0,1281000.0
T000894,P0023,5.0,11938000.0
T000895,P0096,4.0,161000.0
T000896,P0034,1.0,419000.0
T000896,P0080,4.0,663000.0
T000897,P0106,,83000.0
T000897,P0058,2.0,3598000.0
T000897,P0049,3.0,3737000.0
T000897,P0070,3.0,3399000.0
T000898,P0094,15.0,
T000899,P0010,2.0,28089000.0
T000899,P0150,5.0,339000.0
T000899,P0099,5.0,172000.0
T000900,P0054,5.0,748000.0
T000900,P0088,5.0,929000.0
T000901,P0056,3.0,2859000.0
T000901,P0120,,158000.0
T000902,P0036,,1437000.0
T000902,P0120,3.0,158000.0
T000903,P0027,4.0,14529000.0
T000903,P0092,4.0,999000.0
T000903,P0003,3.0,9410000.0
T000903,P0041,3.0,473000.0
T000904,P0120,5.0,158000.0
T000905,P0148,4.0,207000.0
T000906,P0087,-1.0,986000.0
T000906,P0124,2.0,
T000906,P0103,25.0,134000.0
T000906,P0077,1.0,13180000.0
T000907,P0042,3.0,1715000.0
T000907,P0132,5.0,487000.0
T000907,P0043,5.0,1371000.0
T000908,P0086,1.0,190000.0
T000909,P0102,4.0,120000.0
T000909,P0043,1.0,1371000.0
T000910,P0048,2.0,1866000.0
T000910,P0061,4.0,259000.0
T000911,P0123,3.0,268000.0
T000911,P0041,1.0,473000.0
T000912,P0097,4.0,980000.0
T000913,P0103,4.0,134000.0
T000913,P0084,5.0,501000.0
T000913,P0073,4.0,2084000.0
T000914,P0046,2.0,1256000.0
T000915,P0102,2.0,120000.0
T000915,P0020,4.0,348000.0
T000915,P0059,2.0,1299000.0
T000916,P0047,3.0,1281000.0
T000916,P0109,3.0,24000.0
T000916,P0039,4.0,301000.0
T000917,P0042,5.0,1715000.0
T000917,P0102,1.0,120000.0
T000918,P0104,1.0,
T000919,P0117,1.0,141000.0
T000920,P0067,5.0,3329000.0
T000920,P0030,4.0,4862000.0
T000921,P0029,5.0,5372000.0
T000921,P0046,,1256000.0
T000921,P0109,1.0,24000.0
T000922,P0132,4.0,487000.0
T000922,P0117,1.0,141000.0
T000923,P0094,5.0,1179000.0
T000923,P0013,3.0,11143000.0
T000924,P0069,3.0,4333000.0
T000924,P0046,3.0,1256000.0
T000925,P0029,3.0,5372000.0
T000926,P0022,5.0,1213000.0
T000927,P0089,4.0,606000.0
T000928,P0118,1.0,142000.0
T000929,P0098,1.0,1086000.0
T000929,P0132,3.0,487000.0
T000930,P0048,1.0,1866000.0
T000930,P0066,2.0,1033000.0
T000930,P0021,5.0,1595000.0
T000930,P0111,3.0,263000.0
T000931,P0013,4.0,11143000.0
T000931,P0096,2.0,161000.0
T000931,P0147,4.0,281000.0
T000932,P0012,5.0,16704000.0
T000933,P0105,,206000.0
T000934,P0119,5.0,51000.0
T000935,P0005,3.0,6239000.0
T000936,P0085,,869000.0
T000936,P0139,4.0,1950000.0
T000937,P0114,4.0,36000.0
T000937,P0039,4.0,301000.0
T000938,P0104,1.0,281000.0
T000939,P0022,0.02,1213000.0
T000940,P0116,,105000.0
T000941,P0145,4.0,1620000.0
T000942,P0126,5.0,6000.0
T000942,P0061,2.0,259000.0
T000942,P0097,4.0,980000.0
T000943,P0029,5.0,5372000.0
T000944,P0141,3.0,1740000.0
T000944,P0105,2.0,206000.0
T000945,P0028,,4673000.0
T000945,P0082,5.0,929000.0
T000946,P0116,3.0,105000.0
T000946,P0041,1.0,473000.0
T000946,P0046,5.0,1256000.0
T000946,P0103,0.03,134000.0
T000947,P0108,5.0,239000.0
T000947,P0106,2.0,83000.0
T000947,P0049,2.0,3737000.0
T000947,P0008,5.0,25711000.0
T000948,P0006,2.0,23062000.0
T000948,P0084,-5.0,501000.0
T000948,P0064,4.0,2416000.0
T000949,P0142,5.0,
T000950,P0045,2.0,1425000.0
T000950,P0121,3.0,367000.0
T000951,P0118,,
T000951,P0063,2.0,593000.0
T000951,P0114,4.0,36000.0
T000952,P0063,4.0,593000.0
T000953,P0134,4.0,281000.0
T000953,P0121,1.0,367000.0
T000954,P0137,1.0,759000.0
T000954,P0007,3.0,13039000.0
T000954,P0113,4.0,442000.0
T000954,P0124,1.0,23000.0
T000955,P0110,1.0,55000.0
T000955,P0032,2.0,4366000.0
T000956,P0094,4.0,1179000.0
T000957,P0025,3.0,13204000.0
T000958,P0067,3.0,3329000.0
T000958,P0088,4.0,929000.0
T000959,P0010,2.0,28089000.0
T000960,P0093,2.0,629000.0
T000960,P0075,5.0,2533000.0
T000960,P0079,3.0,564000.0
T000961,P0038,3.0,588000.0
T000961,P0075,2.0,2533000.0
T000961,P0099,1.0,172000.0
T000962,P0067,3.0,3329000.0
T000963,P0089,5.0,606000.0
T000963,P0040,3.0,1336000.0
T000963,P0129,4.0,113000.0
T000963,P0081,4.0,841000.0
T000964,P0004,3.0,
T000964,P0017,2.0,756000.0
T000965,P0051,3.0,1453000.0
T000966,P0052,4.0,2705000.0
T000966,P0094,1.0,1179000.0
T000966,P0009,3.0,13890000.0
T000967,P0021,5.0,1595000.0
T000967,P0015,5.0,1507000.0
T000967,P0115,2.0,98000.0
T000968,P0063,4.0,593000.0
T000968,P0059,2.0,1299000.0
T000969,P0049,3.0,3737000.0
T000969,P0017,1.0,756000.0
T000969,P0034,6.0,419000.0
T000969,P0134,2.0,281000.0
T000970,P0138,1.0,1778000.0
T000970,P0014,2.0,13426000.0
T000970,P0082,4.0,929000.0
T000971,P0056,1.0,2859000.0
T000971,P0125,5.0,167000.0
T000971,P0077,4.0,13180000.0
T000971,P0146,1.0,1226000.0
T000972,P0117,3.0,141000.0
T000972,P0001,4.0,11422000.0
T000973,P0124,3.0,23000.0
T000973,P0132,9.0,487000.0
T000973,P0073,5.0,2084000.0
T000974,P0113,,442000.0
T000974,P0029,5.0,5372000.0
T000974,P0047,4.0,1281000.0
T000974,P0125,4.0,167000.0
T000974,P0002,2.0,10310000.0
T000975,P0088,2.0,929000.0
T000975,P0138,1.0,1778000.0
T000975,P0047,2.0,1281000.0
T000976,P0027,3.0,14529000.0
T000977,P0041,4.0,473000.0
T000977,P0050,2.0,2853000.0
T000978,P0122,3.0,353000.0
T000978,P0107,2.0,342000.0
T000979,P0086,3.0,190000.0
T000980,P0101,4.0,
T000980,P0107,3.0,342000.0
T000980,P0002,2.0,10310000.0
T000980,P0104,4.0,281000.0
T000980,P0015,3.0,1507000.0
T000981,P0076,3.0,4539000.0
T000982,P0052,2.0,2705000.0
T000983,P0042,1.0,1715000.0
T000983,P0084,4.0,501000.0
T000983,P0123,4.0,268000.0
T000983,P0121,2.0,367000.0
T000984,P0015,3.0,1507000.0
T000984,P0088,5.0,929000.0
T000985,P0019,3.0,1524000.0
T000986,P0077,2.0,13180000.0
T000986,P0147,5.0,281000.0
T000987,P0067,5.0,3329000.0
T000987,P0143,3.0,424000.0
T000988,P0081,3.0,841000.0
T000989,P0120,2.0,158000.0
T000989,P0059,3.0,1299000.0
T000989,P0118,3.0,142000.0
T000989,P0093,5.0,629000.0
T000989,P0086,1.0,
T000990,P0013,1.0,11143000.0
T000990,P0136,5.0,562000.0
T000991,P0138,3.0,1778000.0
T000991,P0126,5.0,6000.0
T000992,P0143,,424000.0
T000992,P0029,2.0,
T000993,P0049,4.0,3737000.0
T000993,P0019,3.0,1524000.0
T000994,P0148,,207000.0
T000995,P0002,5.0,10310000.0
T000996,P0039,2.0,301000.0
T000996,P0067,5.0,3329000.0
T000997,P0052,5.0,2705000.0
T000997,P0148,2.0,
T000997,P0091,2.0,
T000998,P0137,5.0,759000.0
T000999,P0018,3.0,1044000.0
T000999,P0084,2.0,501000.0
T001000,P0060,1.0,103000.0
T001000,P0056,2.0,2859000.0
T001000,P0091,4.0,1134000.0
T001001,P0098,1.0,1086000.0
T001002,P0032,1.0,4366000.0
T001003,P0042,2.0,1715000.0
T001004,P0082,2.0,929000.0
T001004,P0107,2.0,342000.0
T001005,P0029,4.0,5372000.0
T001006,P0093,1.0,629000.0
T001006,P0080,4.0,663000.0
T001007,P0100,1.0,123000.0
T001007,P0121,3.0,367000.0
T001008,P0145,2.0,1620000.0
T001008,P0003,5.0,9410000.0
T001009,P0054,3.0,748000.0
T001010,P0133,2.0,372000.0
T001010,P0039,3.0,301000.0
T001011,P0079,3.0,564000.0
T001011,P0104,5.0,
T001011,P0096,3.0,161000.0
T001012,P0037,4.0,1390000.0
T001012,P0105,5.0,206000.0
T001012,P0012,5.0,16704000.0
T001012,P0139,2.0,1950000.0
T001013,P0017,4.0,756000.0
T001013,P0029,5.0,5372000.0
T001013,P0122,4.0,353000.0
T001013,P0119,2.0,51000.0
T001014,P0066,3.0,1033000.0
T001014,P0033,5.0,4224000.0
T001015,P0147,2.0,281000.0
T001015,P0051,0.02,1453000.0
T001016,P0104,3.0,281000.0
T001017,P0078,3.0,6925000.0
T001018,P0148,3.0,207000.0
T001019,P0038,4.0,588000.0
T001019,P0149,1.0,1295000.0
T001019,P0009,2.0,13890000.0
T001020,P0042,4.0,1715000.0
T001021,P0148,4.0,207000.0
T001022,P0113,3.0,442000.0
T001022,P0031,2.0,2588000.0
T001022,P0072,3.0,
T001022,P0132,30.0,487000.0
T001022,P0087,4.0,986000.0
T001023,P0133,3.0,372000.0
T001024,P0033,1.0,4224000.0
T001025,P0033,3.0,4224000.0
T001026,P0102,2.0,120000.0
T001026,P0131,2.0,459000.0
T001027,P0091,5.0,1134000.0
T001027,P0135,2.0,724000.0
T001028,P0139,5.0,1950000.0
T001028,P0059,2.0,1299000.0
T001029,P0058,,3598000.0
T001029,P0039,5.0,301000.0
T001030,P0100,4.0,123000.0
T001030,P0134,4.0,281000.0
T001030,P0108,3.0,239000.0
T001031,P0080,1.0,663000.0
T001031,P0054,4.0,748000.0
T001031,P0018,2.0,1044000.0
T001032,P0041,9.0,473000.0
T001032,P0108,1.0,239000.0
T001032,P0101,2.0,87000.0
T001032,P0050,3.0,2853000.0
T001032,P0064,2.0,2416000.0
T001033,P0037,1.0,1390000.0
T001033,P0071,1.0,582000.0
T001033,P0084,5.0,501000.0
T001034,P0060,3.0,103000.0
T001034,P0113,1.0,442000.0
T001035,P0070,1.0,3399000.0
T001036,P0110,5.0,55000.0
T001037,P0134,1.0,281000.0
T001038,P0127,1.0,129000.0
T001038,P0111,1.0,263000.0
T001038,P0108,3.0,239000.0
T001039,P0085,3.0,869000.0
T001039,P0108,10.0,239000.0
T001039,P0065,1.0,2418000.0
T001040,P0057,3.0,1257000.0
T001040,P0112,1.0,468000.0
T001041,P0097,5.0,980000.0
T001042,P0026,1.0,13226000.0
T001042,P0148,1.0,207000.0
T001043,P0108,4.0,239000.0
T001043,P0101,4.0,87000.0
T001043,P0011,5.0,12678000.0
T001043,P0089,5.0,606000.0
T001044,P0056,2.0,2859000.0
T001044,P0146,1.0,1226000.0
T001045,P0117,3.0,141000.0
T001045,P0065,3.0,2418000.0
T001045,P0092,2.0,999000.0
T001046,P0042,5.0,1715000.0
T001046,P0054,3.0,
T001046,P0143,,424000.0
T001047,P0091,3.0,1134000.0
T001047,P0138,1.0,1778000.0
T001047,P0059,1.0,1299000.0
T001047,P0082,4.0,929000.0
T001048,P0068,3.0,2176000.0
T001048,P0125,4.0,167000.0
T001048,P0090,3.0,1917000.0
T001049,P0149,5.0,1295000.0
T001049,P0080,3.0,663000.0
T001049,P0130,5.0,134000.0
T001050,P0024,1.0,10937000.0
T001051,P0137,3.0,759000.0
T001052,P0146,3.0,1226000.0
T001052,P0022,2.0,1213000.0
T001053,P0007,,13039000.0
T001054,P0056,1.0,2859000.0
T001054,P0038,5.0,588000.0
T001054,P0004,4.0,4961000.0
T001054,P0076,4.0,4539000.0
T001054,P0063,4.0,593000.0
T001055,P0103,5.0,134000.0
T001056,P0068,2.0,2176000.0
T001056,P0111,3.0,263000.0
T001056,P0095,5.0,169000.0
T001056,P0094,3.0,1179000.0
T001057,P0138,2.0,1778000.0
T001057,P0149,1.0,1295000.0
T001058,P0027,5.0,14529000.0
T001059,P0120,4.0,158000.0
T001059,P0069,5.0,4333000.0
T001059,P0148,4.0,207000.0
T001059,P0014,4.0,13426000.0
T001060,P0144,,1582000.0
T001060,P0015,4.0,1507000.0
T001061,P0071,3.0,582000.0
T001061,P0146,1.0,1226000.0
T001062,P0056,4.0,2859000.0
T001063,P0146,2.0,1226000.0
T001063,P0131,5.0,459000.0
T001063,P0105,5.0,206000.0
T001064,P0031,1.0,2588000.0
T001065,P0064,2.0,2416000.0
T001065,P0046,1.0,1256000.0
T001066,P0025,5.0,13204000.0
T001066,P0104,4.0,281000.0
T001067,P0047,3.0,1281000.0
T001067,P0025,2.0,13204000.0
T001067,P0080,,663000.0
T001068,P0052,1.0,2705000.0
T001068,P0059,3.0,1299000.0
T001068,P0090,4.0,1917000.0
T001069,P0143,3.0,424000.0
T001069,P0016,1.0,1801000.0
T001070,P0079,1.0,564000.0
T001071,P0049,5.0,3737000.0
T001071,P0128,2.0,37000.0
T001071,P0047,3.0,1281000.0
T001072,P0046,4.0,1256000.0
T001073,P0010,1.0,28089000.0
T001073,P0138,3.0,1778000.0
T001074,P0043,4.0,1371000.0
T001074,P0026,2.0,
T001075,P0030,2.0,4862000.0
T001075,P0142,3.0,1772000.0
T001075,P0017,2.0,756000.0
T001075,P0087,2.0,986000.0
T001076,P0092,4.0,
T001076,P0016,-5.0,1801000.0
T001077,P0148,5.0,207000.0
T001077,P0137,4.0,759000.0
T001078,P0115,4.0,98000.0
T001078,P0051,4.0,1453000.0
T001078,P0075,4.0,2533000.0
T001079,P0144,5.0,
T001079,P0124,4.0,23000.0
T001080,P0015,5.0,1507000.0
T001081,P0139,3.0,1950000.0
T001081,P0045,,1425000.0
T001082,P0138,5.0,
T001082,P0014,5.0,13426000.0
T001082,P0112,2.0,468000.0
T001083,P0057,2.0,
T001083,P0082,5.0,929000.0
T001083,P0019,5.0,1524000.0
T001083,P0053,0.01,3629000.0
T001083,P0127,1.0,129000.0
T001084,P0062,2.0,211000.0
T001084,P0085,4.0,869000.0
T001085,P0064,4.0,2416000.0
T001085,P0067,5.0,3329000.0
T001086,P0105,1.0,206000.0
T001087,P0065,12.0,2418000.0
T001087,P0003,2.0,9410000.0
T001087,P0102,2.0,120000.0
T001087,P0011,1.0,12678000.0
T001088,P0138,3.0,1778000.0
T001088,P0084,4.0,501000.0
T001088,P0043,3.0,1371000.0
T001089,P0102,2.0,120000.0
T001090,P0010,4.0,28089000.0
T001091,P0022,4.0,1213000.0
T001091,P0018,,1044000.0
T001091,P0062,3.0,211000.0
T001092,P0129,2.0,113000.0
T001093,P0040,3.0,1336000.0
T001094,P0015,4.0,1507000.0
T001095,P0050,3.0,2853000.0
T001096,P0136,,562000.0
T001096,P0074,2.0,3258000.0
T001097,P0105,1.0,206000.0
T001097,P0133,5.0,372000.0
T001097,P0137,2.0,759000.0
T001098,P0060,1.0,103000.0
T001099,P0058,1.0,3598000.0
T001100,P0099,3.0,172000.0
T001101,P0126,3.0,6000.0
T001101,P0065,4.0,2418000.0
T001102,P0037,3.0,1390000.0
T001103,P0006,3.0,23062000.0
T001103,P0111,2.0,263000.0
T001104,P0033,4.0,4224000.0
T001104,P0091,4.0,1134000.0
T001104,P0054,4.0,748000.0
T001105,P0094,3.0,1179000.0
T001106,P0063,2.0,593000.0
T001107,P0119,5.0,51000.0
T001108,P0037,1.0,1390000.0
T001108,P0121,5.0,367000.0
T001109,P0052,2.0,2705000.0
T001109,P0056,4.0,2859000.0
T001109,P0087,5.0,986000.0
T001109,P0142,4.0,1772000.0
T001110,P0045,,1425000.0
T001111,P0103,4.0,134000.0
T001111,P0148,3.0,207000.0
T001111,P0051,4.0,1453000.0
T001111,P0039,2.0,301000.0
T001112,P0136,1.0,562000.0
T001113,P0085,3.0,869000.0
T001113,P0024,2.0,10937000.0
T001113,P0081,2.0,841000.0
T001114,P0150,4.0,339000.0
T001114,P0115,3.0,98000.0
T001115,P0039,1.0,301000.0
T001115,P0042,5.0,1715000.0
T001115,P0107,5.0,342000.0
T001116,P0030,4.0,4862000.0
T001116,P0038,1.0,588000.0
T001117,P0044,5.0,1765000.0
T001117,P0006,3.0,23062000.0
T001118,P0126,0.03,6000.0
T001118,P0146,1.0,1226000.0
T001118,P0089,3.0,606000.0
T001119,P0039,3.0,301000.0
T001119,P0029,3.0,5372000.0
T001119,P0051,1.0,1453000.0
T001120,P0107,3.0,342000.0
T001120,P0044,3.0,1765000.0
T001121,P0043,1.0,1371000.0
T001122,P0011,3.0,12678000.0
T001123,P0009,5.0,13890000.0
T001123,P0034,1.0,419000.0
T001123,P0003,3.0,9410000.0
T001124,P0070,3.0,3399000.0
T001124,P0097,3.0,980000.0
T001125,P0089,5.0,606000.0
T001125,P0067,,3329000.0
T001126,P0082,1.0,929000.0
T001126,P0131,2.0,459000.0
T001126,P0030,1.0,
T001127,P0061,1.0,259000.0
T001127,P0023,3.0,11938000.0
T001127,P0020,5.0,348000.0
T001127,P0003,1.0,9410000.0
T001128,P0028,1.0,4673000.0
T001128,P0032,2.0,4366000.0
T001129,P0001,-2.0,11422000.0
T001129,P0111,1.0,263000.0
T001129,P0060,1.0,103000.0
T001130,P0127,3.0,129000.0
T001130,P0048,5.0,1866000.0
T001130,P0121,1.0,367000.0
T001131,P0068,0.05,2176000.0
T001131,P0037,5.0,1390000.0
T001132,P0083,2.0,259000.0
T001133,P0130,4.0,134000.0
T001133,P0074,3.0,3258000.0
T001133,P0056,3.0,2859000.0
T001134,P0073,1.0,2084000.0
T001134,P0042,1.0,1715000.0
T001135,P0021,,1595000.0
T001135,P0115,5.0,
T001135,P0004,3.0,4961000.0
T001135,P0023,5.0,11938000.0
T001136,P0116,3.0,105000.0
T001137,P0081,5.0,841000.0
T001138,P0091,3.0,
T001138,P0105,4.0,206000.0
T001138,P0120,4.0,158000.0
T001138,P0119,4.0,51000.0
T001139,P0036,4.0,1437000.0
T001139,P0082,2.0,929000.0
T001140,P0048,1.0,1866000.0
T001140,P0056,1.0,2859000.0
T001141,P0128,3.0,37000.0
T001141,P0101,,87000.0
T001141,P0041,3.0,473000.0
T001142,P0112,1.0,468000.0
T001142,P0041,3.0,473000.0
T001142,P0125,1.0,167000.0
T001143,P0037,5.0,1390000.0
T001143,P0061,4.0,259000.0
T001144,P0041,15.0,473000.0
T001145,P0136,3.0,562000.0
T001145,P0073,,2084000.0
T001145,P0088,3.0,929000.0
T001146,P0107,6.0,
T001146,P0064,3.0,2416000.0
T001146,P0054,4.0,748000.0
T001146,P0084,3.0,501000.0
T001147,P0147,2.0,281000.0
T001148,P0005,4.0,
T001148,P0081,2.0,841000.0
T001148,P0131,5.0,459000.0
T001148,P0025,3.0,13204000.0
T001149,P0018,3.0,1044000.0
T001149,P0116,2.0,105000.0
T001149,P0100,3.0,123000.0
T001149,P0050,1.0,2853000.0
T001150,P0124,2.0,23000.0
T001150,P0144,3.0,1582000.0
T001151,P0031,2.0,2588000.0
T001151,P0076,5.0,4539000.0
T001151,P0016,5.0,1801000.0
T001152,P0077,2.0,13180000.0
T001152,P0067,2.0,3329000.0
T001153,P0095,4.0,169000.0
T001154,P0041,1.0,473000.0
T001154,P0114,3.0,36000.0
T001154,P0081,4.0,841000.0
T001155,P0033,1.0,4224000.0
T001155,P0083,3.0,259000.0
T001155,P0005,5.0,6239000.0
T001155,P0032,4.0,4366000.0
T001156,P0112,2.0,468000.0
T001156,P0083,3.0,259000.0
T001156,P0102,5.0,120000.0
T001157,P0146,5.0,1226000.0
T001157,P0011,1.0,12678000.0
T001158,P0039,1.0,301000.0
T001159,P0021,4.0,1595000.0
T001160,P0135,4.0,724000.0
T001160,P0107,2.0,342000.0
T001161,P0067,2.0,3329000.0
T001162,P0058,1.0,3598000.0
T001162,P0123,,268000.0
T001163,P0083,4.0,259000.0
T001163,P0100,,123000.0
T001164,P0107,1.0,342000.0
T001164,P0141,2.0,1740000.0
T001164,P0018,5.0,1044000.0
T001165,P0021,5.0,1595000.0
T001166,P0138,5.0,1778000.0
T001166,P0002,3.0,10310000.0
T001167,P0066,2.0,1033000.0
T001167,P0086,0.03,190000.0
T001168,P0008,4.0,25711000.0
T001169,P0029,1.0,5372000.0
T001170,P0077,2.0,13180000.0
T001171,P0146,1.0,1226000.0
T001171,P0065,3.0,
T001171,P0056,0.01,2859000.0
T001171,P0131,2.0,459000.0
T001172,P0084,4.0,501000.0
T001173,P0144,1.0,1582000.0
T001173,P0074,5.0,3258000.0
T001173,P0064,1.0,2416000.0
T001174,P0001,2.0,11422000.0
T001174,P0078,1.0,6925000.0
T001174,P0114,1.0,
T001174,P0098,3.0,1086000.0
T001174,P0146,2.0,1226000.0
T001175,P0072,3.0,5420000.0
T001175,P0107,1.0,342000.0
T001175,P0006,1.0,23062000.0
T001176,P0008,,25711000.0
T001177,P0143,4.0,424000.0
T001177,P0070,1.0,3399000.0
T001177,P0006,2.0,23062000.0
T001177,P0145,2.0,1620000.0
T001178,P0111,4.0,263000.0
T001179,P0072,4.0,5420000.0
T001179,P0073,2.0,2084000.0
T001180,P0115,4.0,98000.0
T001180,P0001,5.0,11422000.0
T001180,P0012,4.0,16704000.0
T001180,P0145,2.0,1620000.0
T001181,P0095,4.0,169000.0
T001181,P0117,5.0,141000.0
T001182,P0038,3.0,588000.0
T001182,P0083,4.0,259000.0
T001183,P0038,4.0,588000.0
T001184,P0065,3.0,2418000.0
T001184,P0036,3.0,1437000.0
T001185,P0011,5.0,12678000.0
T001185,P0088,2.0,929000.0
T001186,P0147,2.0,281000.0
T001187,P0029,1.0,5372000.0
T001187,P0129,5.0,113000.0
T001187,P0140,1.0,377000.0
T001187,P0011,3.0,12678000.0
T001187,P0134,5.0,281000.0
T001188,P0086,3.0,190000.0
T001188,P0126,5.0,6000.0
T001188,P0030,4.0,4862000.0
T001188,P0084,5.0,501000.0
T001189,P0028,2.0,
T001189,P0058,1.0,3598000.0
T001189,P0117,5.0,141000.0
T001189,P0040,1.0,1336000.0
T001190,P0078,5.0,6925000.0
T001190,P0054,1.0,748000.0
T001191,P0031,1.0,2588000.0
T001191,P0054,1.0,748000.0
T001191,P0048,3.0,1866000.0
T001192,P0003,3.0,9410000.0
T001192,P0077,2.0,13180000.0
T001192,P0088,3.0,929000.0
T001192,P0100,4.0,123000.0
T001193,P0009,1.0,13890000.0
T001193,P0128,3.0,37000.0
T001193,P0082,4.0,929000.0
T001193,P0090,4.0,1917000.0
T001194,P0090,1.0,1917000.0
T001194,P0126,4.0,6000.0
T001195,P0140,1.0,377000.0
T001196,P0087,2.0,986000.0
T001197,P0116,5.0,105000.0
T001197,P0056,4.0,2859000.0
T001198,P0130,,
T001198,P0114,5.0,36000.0
T001199,P0013,1.0,11143000.0
T001199,P0065,5.0,2418000.0
T001199,P0150,4.0,339000.0
T001200,P0085,,869000.0
T001201,P0064,1.0,2416000.0
T001202,P0078,2.0,6925000.0
T001202,P0047,3.0,1281000.0
T001203,P0030,2.0,4862000.0
T001203,P0026,2.0,13226000.0
T001204,P0094,4.0,1179000.0
T001205,P0028,1.0,4673000.0
T001205,P0108,3.0,239000.0
T001205,P0122,4.0,
T001206,P0092,4.0,999000.0
T001206,P0122,5.0,353000.0
T001207,P0147,4.0,
T001207,P0048,5.0,1866000.0
T001207,P0051,3.0,1453000.0
T001208,P0030,1.0,
T001208,P0144,2.0,1582000.0
